Dataset,Algorithm,ChainMaxLength,UseCacheTop1PctByLevel,UseTwoLevelSearch,TlsRatio,K,ef,Recall,TimePerQuery(us)
sift-128-euclidean,DeXOR,5,1,1,0.1000,1,120,0.961000,5004.937700
sift-128-euclidean,DeXOR,5,1,1,0.1000,1,150,0.963600,5812.111000
sift-128-euclidean,DeXOR,5,1,1,0.1000,1,200,0.965900,7660.269000
sift-128-euclidean,DeXOR,5,1,1,0.1000,1,300,0.967300,11310.649300
sift-128-euclidean,DeXOR,5,1,1,0.1000,1,400,0.969300,15014.051100
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,10,0.775200,1059.937400
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,20,0.877700,1648.934100
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,30,0.920500,2181.534300
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,40,0.940800,2672.499400
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,50,0.953900,3251.088500
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,60,0.961100,3759.549700
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,80,0.971800,4819.539800
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,100,0.977200,5976.225900
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,120,0.979400,7234.534300
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,150,0.983600,8948.048400
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,200,0.986000,11489.412800
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,300,0.987300,15604.883200
sift-128-euclidean,DeXOR,5,1,1,0.2000,1,400,0.987300,20556.216200
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,10,0.780900,1687.495600
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,20,0.884300,2578.434700
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,30,0.925700,3420.529200
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,40,0.945700,4267.955700
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,50,0.959400,4871.359100
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,60,0.968000,5514.158700
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,80,0.975900,7029.759300
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,100,0.981400,8512.232100
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,120,0.984600,10436.255200
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,150,0.986200,12359.671700
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,200,0.987900,15641.718300
sift-128-euclidean,DeXOR,5,1,1,0.3000,1,300,0.990000,22593.497500
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,10,0.784100,2807.914900
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,20,0.887600,4385.113900
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,30,0.928100,5793.693300
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,40,0.950400,7229.951000
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,50,0.963400,8723.235300
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,60,0.971600,9978.813800
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,80,0.979000,12873.866500
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,100,0.984400,15337.703400
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,120,0.986000,17953.126000
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,150,0.988000,21003.432000
sift-128-euclidean,DeXOR,5,1,1,0.5000,1,200,0.991800,27016.849200
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,10,0.785500,11841.554600
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,20,0.891200,18590.718700
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,30,0.930700,24312.307700
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,40,0.950500,30280.589700
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,50,0.963200,35839.135000
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,60,0.971800,41833.436800
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,80,0.980400,53092.622800
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,100,0.984500,64574.413200
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,120,0.987400,74683.187900
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,150,0.988500,90043.215200
sift-128-euclidean,DeXOR,-1,0,0,0.0000,1,200,0.990300,111805.672200
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,10,0.741000,1282.177300
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,20,0.848900,2094.389100
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,30,0.894400,2987.378200
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,40,0.917100,3761.490600
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,50,0.931600,4586.751900
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,60,0.939500,5320.121800
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,80,0.949300,6989.204700
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,100,0.955500,8333.374400
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,120,0.960200,10230.255100
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,150,0.963000,12561.703500
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,200,0.965900,16791.307700
sift-128-euclidean,DeXOR,-1,0,1,0.1000,1,300,0.967000,24921.243900
