Dataset,Algorithm,K,ef,Queries,Recall,TotalTimePerQuery(us),DistanceTimePerQuery(us),OtherTimePerQuery(us),DistanceTimeShare(%),DistanceCalls,AvgDistanceCallsPerQuery
sift-128-euclidean,HNSW,10,100,10000,0.982690,578.492200,8.269900,570.222300,1.429561,17530102,1753.010200
