Dataset,IndexType,Param,K,Recall,QPS,Latency(us),IndexSizeKB,VectorsPerKB,VQ
sift-128-euclidean,HNSWALP0.000000,ef=300,10,0.997880,396.142099,2524.346700,230564.750000,4.337176,1718.138175
sift-128-euclidean,HNSWALP0.000000,ef=350,10,0.998390,348.247291,2871.522700,230564.750000,4.337176,1510.409941
sift-128-euclidean,HNSWALP0.000000,ef=400,10,0.998640,311.535777,3209.904200,230564.750000,4.337176,1351.185631
sift-128-euclidean,HNSWALP0.000000,ef=500,10,0.999050,258.837261,3863.431400,230564.750000,4.337176,1122.622867
sift-128-euclidean,HNSWALP0.100000,ef=10,1,0.743100,21767.807155,45.939400,230564.750000,4.337176,94410.820191
sift-128-euclidean,HNSWALP0.100000,ef=20,1,0.849400,15341.564594,65.182400,230564.750000,4.337176,66539.072404
sift-128-euclidean,HNSWALP0.100000,ef=30,1,0.895800,11707.476980,85.415500,230564.750000,4.337176,50777.393249
sift-128-euclidean,HNSWALP0.100000,ef=40,1,0.916600,9493.070059,105.340000,230564.750000,4.337176,41173.119737
sift-128-euclidean,HNSWALP0.100000,ef=60,1,0.941600,6876.689947,145.418800,230564.750000,4.337176,29825.417574
sift-128-euclidean,HNSWALP0.100000,ef=80,1,0.953100,5381.082911,185.836200,230564.750000,4.337176,23338.705985
sift-128-euclidean,HNSWALP0.100000,ef=100,1,0.957500,4424.115144,226.033900,230564.750000,4.337176,19188.167939
sift-128-euclidean,HNSWALP0.100000,ef=150,1,0.964700,3057.075601,327.110000,230564.750000,4.337176,13259.076253
sift-128-euclidean,HNSWALP0.100000,ef=200,1,0.968600,2334.455584,428.365400,230564.750000,4.337176,10124.945743
sift-128-euclidean,HNSWALP0.100000,ef=250,1,0.969300,1888.104864,529.631600,230564.750000,4.337176,8189.043919
sift-128-euclidean,HNSWALP0.100000,ef=300,1,0.970100,1586.505816,630.316000,230564.750000,4.337176,6880.955637
sift-128-euclidean,HNSWALP0.100000,ef=350,1,0.970700,1368.503321,730.725300,230564.750000,4.337176,5935.440354
sift-128-euclidean,HNSWALP0.100000,ef=400,1,0.969100,1201.967717,831.969100,230564.750000,4.337176,5213.146057
sift-128-euclidean,HNSWALP0.100000,ef=500,1,0.971900,967.350564,1033.751400,230564.750000,4.337176,4195.570069
sift-128-euclidean,HNSWALP0.100000,ef=10,10,0.562500,21801.596749,45.868200,230564.750000,4.337176,94557.371623
sift-128-euclidean,HNSWALP0.100000,ef=20,10,0.683420,15133.400929,66.079000,230564.750000,4.337176,65636.229863
sift-128-euclidean,HNSWALP0.100000,ef=30,10,0.741940,11658.136797,85.777000,230564.750000,4.337176,50563.396168
sift-128-euclidean,HNSWALP0.100000,ef=40,10,0.774960,9432.538485,106.016000,230564.750000,4.337176,40910.583620
sift-128-euclidean,HNSWALP0.100000,ef=60,10,0.811080,6844.158511,146.110000,230564.750000,4.337176,29684.322997
sift-128-euclidean,HNSWALP0.100000,ef=80,10,0.829900,5365.572555,186.373400,230564.750000,4.337176,23271.434835
sift-128-euclidean,HNSWALP0.100000,ef=100,10,0.840250,4406.078273,226.959200,230564.750000,4.337176,19109.938848
sift-128-euclidean,HNSWALP0.100000,ef=150,10,0.853580,3049.005445,327.975800,230564.750000,4.337176,13224.074560
sift-128-euclidean,HNSWALP0.100000,ef=200,10,0.858740,2329.958466,429.192200,230564.750000,4.337176,10105.440949
sift-128-euclidean,HNSWALP0.100000,ef=250,10,0.861610,1886.244018,530.154100,230564.750000,4.337176,8180.973104
sift-128-euclidean,HNSWALP0.100000,ef=300,10,0.862990,1585.218912,630.827700,230564.750000,4.337176,6875.374105
sift-128-euclidean,HNSWALP0.100000,ef=350,10,0.863920,1367.386919,731.321900,230564.750000,4.337176,5930.598322
sift-128-euclidean,HNSWALP0.100000,ef=400,10,0.864620,1201.461843,832.319400,230564.750000,4.337176,5210.951989
sift-128-euclidean,HNSWALP0.100000,ef=500,10,0.865530,967.226310,1033.884200,230564.750000,4.337176,4195.031158
sift-128-euclidean,HNSWALP0.200000,ef=10,1,0.773200,15915.406432,62.832200,230564.750000,4.337176,69027.925699
sift-128-euclidean,HNSWALP0.200000,ef=20,1,0.875500,10934.805596,91.451100,230564.750000,4.337176,47426.181129
sift-128-euclidean,HNSWALP0.200000,ef=30,1,0.917700,8409.474114,118.913500,230564.750000,4.337176,36473.372940
sift-128-euclidean,HNSWALP0.200000,ef=40,1,0.940300,6831.063030,146.390100,230564.750000,4.337176,29627.525585
sift-128-euclidean,HNSWALP0.200000,ef=60,1,0.961600,4999.467557,200.021300,230564.750000,4.337176,21683.572865
sift-128-euclidean,HNSWALP0.200000,ef=80,1,0.972500,3961.637091,252.420900,230564.750000,4.337176,17182.319028
sift-128-euclidean,HNSWALP0.200000,ef=100,1,0.976600,3283.162237,304.584400,230564.750000,4.337176,14239.653879
sift-128-euclidean,HNSWALP0.200000,ef=150,1,0.983400,2313.826618,432.184500,230564.750000,4.337176,10035.474278
sift-128-euclidean,HNSWALP0.200000,ef=200,1,0.984200,1796.439027,556.656800,230564.750000,4.337176,7791.473010
sift-128-euclidean,HNSWALP0.200000,ef=250,1,0.983900,1474.546525,678.174600,230564.750000,4.337176,6395.368439
sift-128-euclidean,HNSWALP0.200000,ef=300,1,0.985800,1252.252489,798.561000,230564.750000,4.337176,5431.239984
sift-128-euclidean,HNSWALP0.200000,ef=350,1,0.985700,1090.613872,916.914800,230564.750000,4.337176,4730.184782
sift-128-euclidean,HNSWALP0.200000,ef=400,1,0.985200,966.546193,1034.611700,230564.750000,4.337176,4192.081370
sift-128-euclidean,HNSWALP0.200000,ef=500,1,0.986000,789.099879,1267.266700,230564.750000,4.337176,3422.465400
sift-128-euclidean,HNSWALP0.200000,ef=10,10,0.657290,15842.487651,63.121400,230564.750000,4.337176,68711.664080
sift-128-euclidean,HNSWALP0.200000,ef=20,10,0.784130,10860.121633,92.080000,230564.750000,4.337176,47102.263609
sift-128-euclidean,HNSWALP0.200000,ef=30,10,0.841490,8357.654107,119.650800,230564.750000,4.337176,36248.620428
sift-128-euclidean,HNSWALP0.200000,ef=40,10,0.874130,6806.462328,146.919200,230564.750000,4.337176,29520.828000
sift-128-euclidean,HNSWALP0.200000,ef=60,10,0.907470,4990.587752,200.377200,230564.750000,4.337176,21645.059583
sift-128-euclidean,HNSWALP0.200000,ef=80,10,0.923680,3947.767873,253.307700,230564.750000,4.337176,17122.165781
sift-128-euclidean,HNSWALP0.200000,ef=100,10,0.932260,3276.383240,305.214600,230564.750000,4.337176,14210.252174
sift-128-euclidean,HNSWALP0.200000,ef=150,10,0.942230,2311.050798,432.703600,230564.750000,4.337176,10023.435056
sift-128-euclidean,HNSWALP0.200000,ef=200,10,0.946590,1796.493891,556.639800,230564.750000,4.337176,7791.710965
sift-128-euclidean,HNSWALP0.200000,ef=250,10,0.948360,1474.059428,678.398700,230564.750000,4.337176,6393.255814
sift-128-euclidean,HNSWALP0.200000,ef=300,10,0.949520,1253.325543,797.877300,230564.750000,4.337176,5435.894007
sift-128-euclidean,HNSWALP0.200000,ef=350,10,0.950070,1090.934401,916.645400,230564.750000,4.337176,4731.574972
sift-128-euclidean,HNSWALP0.200000,ef=400,10,0.950440,966.747651,1034.396100,230564.750000,4.337176,4192.955129
sift-128-euclidean,HNSWALP0.200000,ef=500,10,0.950940,789.127029,1267.223100,230564.750000,4.337176,3422.583153
sift-128-euclidean,HNSWALP0.300000,ef=10,1,0.779100,12117.921922,82.522400,230564.750000,4.337176,52557.565377
sift-128-euclidean,HNSWALP0.300000,ef=20,1,0.881700,8176.033267,122.308700,230564.750000,4.337176,35460.898800
sift-128-euclidean,HNSWALP0.300000,ef=30,1,0.925500,6256.001852,159.846500,230564.750000,4.337176,27133.383797
sift-128-euclidean,HNSWALP0.300000,ef=40,1,0.947800,5087.044417,196.577800,230564.750000,4.337176,22063.409160
sift-128-euclidean,HNSWALP0.300000,ef=60,1,0.969000,3726.652985,268.337300,230564.750000,4.337176,16163.151500
sift-128-euclidean,HNSWALP0.300000,ef=80,1,0.979200,2959.973171,337.840900,230564.750000,4.337176,12837.925879
sift-128-euclidean,HNSWALP0.300000,ef=100,1,0.983900,2463.807287,405.875900,230564.750000,4.337176,10685.966900
sift-128-euclidean,HNSWALP0.300000,ef=150,1,0.988400,1750.510274,571.262000,230564.750000,4.337176,7592.271905
sift-128-euclidean,HNSWALP0.300000,ef=200,1,0.989400,1369.484811,730.201600,230564.750000,4.337176,5939.697247
sift-128-euclidean,HNSWALP0.300000,ef=250,1,0.988700,1129.306752,885.499000,230564.750000,4.337176,4898.002633
sift-128-euclidean,HNSWALP0.300000,ef=300,1,0.990200,964.328803,1036.990700,230564.750000,4.337176,4182.464156
sift-128-euclidean,HNSWALP0.300000,ef=350,1,0.991100,844.627695,1183.953600,230564.750000,4.337176,3663.299333
sift-128-euclidean,HNSWALP0.300000,ef=400,1,0.991400,752.156244,1329.511000,230564.750000,4.337176,3262.234335
sift-128-euclidean,HNSWALP0.300000,ef=500,1,0.991000,619.266061,1614.814800,230564.750000,4.337176,2685.866164
sift-128-euclidean,HNSWALP0.300000,ef=10,10,0.690380,12073.707570,82.824600,230564.750000,4.337176,52365.799932
sift-128-euclidean,HNSWALP0.300000,ef=20,10,0.819100,8146.500141,122.752100,230564.750000,4.337176,35332.808425
sift-128-euclidean,HNSWALP0.300000,ef=30,10,0.876740,6238.096931,160.305300,230564.750000,4.337176,27055.726998
sift-128-euclidean,HNSWALP0.300000,ef=40,10,0.909190,5078.263660,196.917700,230564.750000,4.337176,22025.325469
sift-128-euclidean,HNSWALP0.300000,ef=60,10,0.942540,3721.654484,268.697700,230564.750000,4.337176,16141.472119
sift-128-euclidean,HNSWALP0.300000,ef=80,10,0.958060,2955.510697,338.351000,230564.750000,4.337176,12818.571345
sift-128-euclidean,HNSWALP0.300000,ef=100,10,0.966340,2458.507764,406.750800,230564.750000,4.337176,10662.981937
sift-128-euclidean,HNSWALP0.300000,ef=150,10,0.975110,1747.950441,572.098600,230564.750000,4.337176,7581.169458
sift-128-euclidean,HNSWALP0.300000,ef=200,10,0.978700,1367.397577,731.316200,230564.750000,4.337176,5930.644546
sift-128-euclidean,HNSWALP0.300000,ef=250,10,0.980510,1128.014789,886.513200,230564.750000,4.337176,4892.399158
sift-128-euclidean,HNSWALP0.300000,ef=300,10,0.981370,963.378050,1038.014100,230564.750000,4.337176,4178.340577
sift-128-euclidean,HNSWALP0.300000,ef=350,10,0.981780,844.008493,1184.822200,230564.750000,4.337176,3660.613747
sift-128-euclidean,HNSWALP0.300000,ef=400,10,0.982100,751.419356,1330.814800,230564.750000,4.337176,3259.038322
sift-128-euclidean,HNSWALP0.300000,ef=500,10,0.982570,618.723093,1616.231900,230564.750000,4.337176,2683.511217
sift-128-euclidean,HNSWALP0.500000,ef=10,1,0.782800,7842.060894,127.517500,230564.750000,4.337176,34012.401695
sift-128-euclidean,HNSWALP0.500000,ef=20,1,0.883200,5191.172722,192.634700,230564.750000,4.337176,22515.031991
sift-128-euclidean,HNSWALP0.500000,ef=30,1,0.926700,3957.388424,252.691900,230564.750000,4.337176,17163.891811
sift-128-euclidean,HNSWALP0.500000,ef=40,1,0.948900,3211.738003,311.357900,230564.750000,4.337176,13929.874376
sift-128-euclidean,HNSWALP0.500000,ef=60,1,0.971600,2352.069527,425.157500,230564.750000,4.337176,10201.340522
sift-128-euclidean,HNSWALP0.500000,ef=80,1,0.981200,1866.694493,535.706300,230564.750000,4.337176,8096.183362
sift-128-euclidean,HNSWALP0.500000,ef=100,1,0.984700,1557.218596,642.170600,230564.750000,4.337176,6753.931795
sift-128-euclidean,HNSWALP0.500000,ef=150,1,0.988800,1111.783617,899.455600,230564.750000,4.337176,4822.001701
sift-128-euclidean,HNSWALP0.500000,ef=200,1,0.990800,874.311360,1143.757300,230564.750000,4.337176,3792.042624
sift-128-euclidean,HNSWALP0.500000,ef=250,1,0.991300,725.461185,1378.433500,230564.750000,4.337176,3146.453154
sift-128-euclidean,HNSWALP0.500000,ef=300,1,0.992800,622.486012,1606.461800,230564.750000,4.337176,2699.831663
sift-128-euclidean,HNSWALP0.500000,ef=350,1,0.992000,547.710785,1825.781100,230564.750000,4.337176,2375.518310
sift-128-euclidean,HNSWALP0.500000,ef=400,1,0.992800,489.902401,2041.222900,230564.750000,4.337176,2124.793149
sift-128-euclidean,HNSWALP0.500000,ef=500,1,0.993200,406.673827,2458.973100,230564.750000,4.337176,1763.816137
sift-128-euclidean,HNSWALP0.500000,ef=10,10,0.706210,7829.284028,127.725600,230564.750000,4.337176,33956.986173
sift-128-euclidean,HNSWALP0.500000,ef=20,10,0.835570,5181.876078,192.980300,230564.750000,4.337176,22474.710803
sift-128-euclidean,HNSWALP0.500000,ef=30,10,0.893160,3947.074468,253.352200,230564.750000,4.337176,17119.158362
sift-128-euclidean,HNSWALP0.500000,ef=40,10,0.925580,3204.642373,312.047300,230564.750000,4.337176,13899.099377
sift-128-euclidean,HNSWALP0.500000,ef=60,10,0.957920,2348.457557,425.811400,230564.750000,4.337176,10185.674768
sift-128-euclidean,HNSWALP0.500000,ef=80,10,0.973730,1863.631730,536.586700,230564.750000,4.337176,8082.899619
sift-128-euclidean,HNSWALP0.500000,ef=100,10,0.981350,1555.230512,642.991500,230564.750000,4.337176,6745.309126
sift-128-euclidean,HNSWALP0.500000,ef=150,10,0.990230,1110.650191,900.373500,230564.750000,4.337176,4817.085835
sift-128-euclidean,HNSWALP0.500000,ef=200,10,0.993510,873.559359,1144.741900,230564.750000,4.337176,3788.781063
sift-128-euclidean,HNSWALP0.500000,ef=250,10,0.995300,725.072515,1379.172400,230564.750000,4.337176,3144.767422
sift-128-euclidean,HNSWALP0.500000,ef=300,10,0.996080,622.097797,1607.464300,230564.750000,4.337176,2698.147905
sift-128-euclidean,HNSWALP0.500000,ef=350,10,0.996650,547.418903,1826.754600,230564.750000,4.337176,2374.252367
sift-128-euclidean,HNSWALP0.500000,ef=400,10,0.996840,489.627199,2042.370200,230564.750000,4.337176,2123.599548
sift-128-euclidean,HNSWALP0.500000,ef=500,10,0.997020,406.442686,2460.371500,230564.750000,4.337176,1762.813637
sift-128-euclidean,HNSW,ef=10,1,0.784600,31855.554175,31.391700,645083.210938,1.550188,49382.085342
sift-128-euclidean,HNSW,ef=20,1,0.886900,20337.066541,49.171300,645083.210938,1.550188,31526.268543
sift-128-euclidean,HNSW,ef=30,1,0.927800,15171.191727,65.914400,645083.210938,1.550188,23518.193421
sift-128-euclidean,HNSW,ef=40,1,0.950500,12143.453039,82.348900,645083.210938,1.550188,18824.630425
sift-128-euclidean,HNSW,ef=60,1,0.970700,8740.265529,114.413000,645083.210938,1.550188,13549.051318
sift-128-euclidean,HNSW,ef=80,1,0.979000,6852.253089,145.937400,645083.210938,1.550188,10622.277829
sift-128-euclidean,HNSW,ef=100,1,0.985000,5651.285187,176.950900,645083.210938,1.550188,8760.552269
sift-128-euclidean,HNSW,ef=150,1,0.989500,3967.583258,252.042600,645083.210938,1.550188,6150.498402
sift-128-euclidean,HNSW,ef=200,1,0.991200,3078.403552,324.843700,645083.210938,1.550188,4772.103040
sift-128-euclidean,HNSW,ef=250,1,0.992500,2524.715704,396.084200,645083.210938,1.550188,3913.783000
sift-128-euclidean,HNSW,ef=300,1,0.992500,2147.134081,465.737100,645083.210938,1.550188,3328.460645
sift-128-euclidean,HNSW,ef=350,1,0.992000,1872.383227,534.078700,645083.210938,1.550188,2902.545277
sift-128-euclidean,HNSW,ef=400,1,0.992400,1662.478053,601.511700,645083.210938,1.550188,2577.152877
sift-128-euclidean,HNSW,ef=500,1,0.993000,1363.241210,733.545900,645083.210938,1.550188,2113.279630
sift-128-euclidean,HNSW,ef=10,10,0.707500,31557.687453,31.688000,645083.210938,1.550188,48920.336040
sift-128-euclidean,HNSW,ef=20,10,0.835410,20208.429744,49.484300,645083.210938,1.550188,31326.857376
sift-128-euclidean,HNSW,ef=30,10,0.893210,15096.253714,66.241600,645083.210938,1.550188,23402.025441
sift-128-euclidean,HNSW,ef=40,10,0.925050,12093.799509,82.687000,645083.210938,1.550188,18747.658138
sift-128-euclidean,HNSW,ef=60,10,0.958550,8711.499528,114.790800,645083.210938,1.550188,13504.458619
sift-128-euclidean,HNSW,ef=80,10,0.974230,6826.083009,146.496900,645083.210938,1.550188,10581.709295
sift-128-euclidean,HNSW,ef=100,10,0.982660,5639.957520,177.306300,645083.210938,1.550188,8742.992259
sift-128-euclidean,HNSW,ef=150,10,0.991950,3959.787565,252.538800,645083.210938,1.550188,6138.413616
sift-128-euclidean,HNSW,ef=200,10,0.995190,3070.229033,325.708600,645083.210938,1.550188,4759.431002
sift-128-euclidean,HNSW,ef=250,10,0.997080,2519.625362,396.884400,645083.210938,1.550188,3905.892014
sift-128-euclidean,HNSW,ef=300,10,0.997780,2143.767478,466.468500,645083.210938,1.550188,3323.241780
sift-128-euclidean,HNSW,ef=350,10,0.998320,1870.629858,534.579300,645083.210938,1.550188,2899.827226
sift-128-euclidean,HNSW,ef=400,10,0.998540,1660.687086,602.160400,645083.210938,1.550188,2574.376542
sift-128-euclidean,HNSW,ef=500,10,0.999020,1362.357358,734.021800,645083.210938,1.550188,2111.909494
sift-128-euclidean,FaissHNSW,ef=10,1,0.800600,24054.420721,41.572400,640877.306641,1.560361,37533.581658
sift-128-euclidean,FaissHNSW,ef=20,1,0.903000,15030.361330,66.532000,640877.306641,1.560361,23452.790689
sift-128-euclidean,FaissHNSW,ef=30,1,0.937700,11109.654512,90.011800,640877.306641,1.560361,17335.072403
sift-128-euclidean,FaissHNSW,ef=40,1,0.956100,8794.873644,113.702600,640877.306641,1.560361,13723.178451
sift-128-euclidean,FaissHNSW,ef=60,1,0.973700,6095.799141,164.047400,640877.306641,1.560361,9511.647671
sift-128-euclidean,FaissHNSW,ef=80,1,0.981700,4815.461870,207.664400,640877.306641,1.560361,7513.859237
sift-128-euclidean,FaissHNSW,ef=100,1,0.985800,3905.162351,256.071300,640877.306641,1.560361,6093.463305
sift-128-euclidean,FaissHNSW,ef=150,1,0.989600,2660.469546,375.873500,640877.306641,1.560361,4151.293108
sift-128-euclidean,FaissHNSW,ef=200,1,0.991100,2014.969206,496.285500,640877.306641,1.560361,3144.079507
sift-128-euclidean,FaissHNSW,ef=250,1,0.991600,1666.943935,599.900200,640877.306641,1.560361,2601.034422
sift-128-euclidean,FaissHNSW,ef=300,1,0.991900,1273.140442,785.459300,640877.306641,1.560361,1986.558782
sift-128-euclidean,FaissHNSW,ef=350,1,0.991900,1098.554994,910.286700,640877.306641,1.560361,1714.142446
sift-128-euclidean,FaissHNSW,ef=400,1,0.992100,963.765501,1037.596800,640877.306641,1.560361,1503.822169
sift-128-euclidean,FaissHNSW,ef=500,1,0.992100,804.814594,1242.522200,640877.306641,1.560361,1255.801361
sift-128-euclidean,FaissHNSW,ef=10,10,0.722320,23425.457851,42.688600,640877.306641,1.560361,36552.172480
sift-128-euclidean,FaissHNSW,ef=20,10,0.850920,14714.429705,67.960500,640877.306641,1.560361,22959.823281
sift-128-euclidean,FaissHNSW,ef=30,10,0.905930,10902.890138,91.718800,640877.306641,1.560361,17012.445323
sift-128-euclidean,FaissHNSW,ef=40,10,0.936000,8662.793820,115.436200,640877.306641,1.560361,13517.086236
sift-128-euclidean,FaissHNSW,ef=60,10,0.966170,6035.210626,165.694300,640877.306641,1.560361,9417.107710
sift-128-euclidean,FaissHNSW,ef=80,10,0.979280,4776.340683,209.365300,640877.306641,1.560361,7452.816059
sift-128-euclidean,FaissHNSW,ef=100,10,0.986310,3881.864009,257.608200,640877.306641,1.560361,6057.109479
sift-128-euclidean,FaissHNSW,ef=150,10,0.993930,2646.540958,377.851700,640877.306641,1.560361,4129.559481
sift-128-euclidean,FaissHNSW,ef=200,10,0.996570,2008.040193,497.998000,640877.306641,1.560361,3133.267744
sift-128-euclidean,FaissHNSW,ef=250,10,0.997740,1671.226050,598.363100,640877.306641,1.560361,2607.716068
sift-128-euclidean,FaissHNSW,ef=300,10,0.998460,1270.963107,786.804900,640877.306641,1.560361,1983.161353
sift-128-euclidean,FaissHNSW,ef=350,10,0.998780,1098.613286,910.238400,640877.306641,1.560361,1714.233403
sift-128-euclidean,FaissHNSW,ef=400,10,0.998940,965.241089,1036.010600,640877.306641,1.560361,1506.124619
sift-128-euclidean,FaissHNSW,ef=500,10,0.999120,804.010210,1243.765300,640877.306641,1.560361,1254.546232
sift-128-euclidean,IVF,nprobe=1,1,0.420800,23957.145458,41.741200,508332.635742,1.967216,47128.875413
sift-128-euclidean,IVF,nprobe=2,1,0.594300,12416.036553,80.541000,508332.635742,1.967216,24425.023459
sift-128-euclidean,IVF,nprobe=4,1,0.750600,6342.014706,157.678600,508332.635742,1.967216,12476.111624
sift-128-euclidean,IVF,nprobe=6,1,0.830200,4275.810287,233.873800,508332.635742,1.967216,8411.441617
sift-128-euclidean,IVF,nprobe=8,1,0.875900,3229.548561,309.640800,508332.635742,1.967216,6353.219002
sift-128-euclidean,IVF,nprobe=10,1,0.900500,2594.520994,385.427600,508332.635742,1.967216,5103.982731
sift-128-euclidean,IVF,nprobe=15,1,0.943500,1745.557425,572.882900,508332.635742,1.967216,3433.888172
sift-128-euclidean,IVF,nprobe=20,1,0.961800,1314.041107,761.011200,508332.635742,1.967216,2585.002447
sift-128-euclidean,IVF,nprobe=25,1,0.971100,1055.488620,947.428500,508332.635742,1.967216,2076.373905
sift-128-euclidean,IVF,nprobe=30,1,0.977300,881.987124,1133.803400,508332.635742,1.967216,1735.059019
sift-128-euclidean,IVF,nprobe=40,1,0.984300,664.690277,1504.460100,508332.635742,1.967216,1307.589224
sift-128-euclidean,IVF,nprobe=50,1,0.988100,533.782878,1873.420900,508332.635742,1.967216,1050.066119
sift-128-euclidean,IVF,nprobe=60,1,0.989600,446.268612,2240.802900,508332.635742,1.967216,877.906671
sift-128-euclidean,IVF,nprobe=80,1,0.991500,337.150381,2966.035500,508332.635742,1.967216,663.247562
sift-128-euclidean,IVF,nprobe=100,1,0.992100,270.501944,3696.831100,508332.635742,1.967216,532.135702
sift-128-euclidean,IVF,nprobe=1,10,0.370340,23440.283534,42.661600,508332.635742,1.967216,46112.096461
sift-128-euclidean,IVF,nprobe=2,10,0.536150,12247.037442,81.652400,508332.635742,1.967216,24092.565735
sift-128-euclidean,IVF,nprobe=4,10,0.701420,6311.772529,158.434100,508332.635742,1.967216,12416.618735
sift-128-euclidean,IVF,nprobe=6,10,0.786810,4267.671789,234.319800,508332.635742,1.967216,8395.431433
sift-128-euclidean,IVF,nprobe=8,10,0.839460,3229.165826,309.677500,508332.635742,1.967216,6352.466080
sift-128-euclidean,IVF,nprobe=10,10,0.873740,2598.698572,384.808000,508332.635742,1.967216,5112.200927
sift-128-euclidean,IVF,nprobe=15,10,0.924540,1751.678239,570.881100,508332.635742,1.967216,3445.929134
sift-128-euclidean,IVF,nprobe=20,10,0.951350,1320.260641,757.426200,508332.635742,1.967216,2597.237611
sift-128-euclidean,IVF,nprobe=25,10,0.966290,1061.750902,941.840500,508332.635742,1.967216,2088.693164
sift-128-euclidean,IVF,nprobe=30,10,0.975850,888.394783,1125.625700,508332.635742,1.967216,1747.664267
sift-128-euclidean,IVF,nprobe=40,10,0.986540,670.447454,1491.541200,508332.635742,1.967216,1318.914834
sift-128-euclidean,IVF,nprobe=50,10,0.991810,539.250944,1854.424200,508332.635742,1.967216,1060.822985
sift-128-euclidean,IVF,nprobe=60,10,0.994570,451.333376,2215.657100,508332.635742,1.967216,887.870156
sift-128-euclidean,IVF,nprobe=80,10,0.997410,341.237194,2930.512900,508332.635742,1.967216,671.287205
sift-128-euclidean,IVF,nprobe=100,10,0.998400,273.821453,3652.014800,508332.635742,1.967216,538.665893
sift-128-euclidean,NSG,1,1,0.290300,56489.196441,17.702500,582253.828125,1.717464,97018.162376
sift-128-euclidean,NSG,2,1,0.460900,43588.178886,22.942000,582253.828125,1.717464,74861.128910
sift-128-euclidean,NSG,4,1,0.630900,33024.335633,30.280700,582253.828125,1.717464,56718.108216
sift-128-euclidean,NSG,6,1,0.716100,27127.471991,36.863000,582253.828125,1.717464,46590.457083
sift-128-euclidean,NSG,8,1,0.772500,23198.196108,43.106800,582253.828125,1.717464,39842.067132
sift-128-euclidean,NSG,10,1,0.811900,20355.405378,49.127000,582253.828125,1.717464,34959.676338
sift-128-euclidean,NSG,15,1,0.872800,15759.870013,63.452300,582253.828125,1.717464,27067.009698
sift-128-euclidean,NSG,20,1,0.906900,13106.022479,76.300800,582253.828125,1.717464,22509.122047
sift-128-euclidean,NSG,25,1,0.928600,11260.893507,88.802900,582253.828125,1.717464,19340.179425
sift-128-euclidean,NSG,30,1,0.941000,9833.692591,101.691200,582253.828125,1.717464,16889.013203
sift-128-euclidean,NSG,40,1,0.959000,8019.599902,124.694500,582253.828125,1.717464,13773.374282
sift-128-euclidean,NSG,50,1,0.970100,6774.296693,147.616800,582253.828125,1.717464,11634.610827
sift-128-euclidean,NSG,60,1,0.975900,5869.050910,170.385300,582253.828125,1.717464,10079.883766
sift-128-euclidean,NSG,80,1,0.983800,4703.660012,212.600400,582253.828125,1.717464,8078.366830
sift-128-euclidean,NSG,100,1,0.986000,2903.663698,344.392500,582253.828125,1.717464,4986.937925
sift-128-euclidean,NSG,10,10,0.738230,20223.142150,49.448300,582253.828125,1.717464,34732.519004
sift-128-euclidean,NSG,15,10,0.813510,15697.108593,63.706000,582253.828125,1.717464,26959.219217
sift-128-euclidean,NSG,20,10,0.858490,13089.587757,76.396600,582253.828125,1.717464,22480.896001
sift-128-euclidean,NSG,25,10,0.889380,11254.658022,88.852100,582253.828125,1.717464,19329.470203
sift-128-euclidean,NSG,30,10,0.910790,9822.266095,101.809500,582253.828125,1.717464,16869.388608
sift-128-euclidean,NSG,40,10,0.938910,8007.437308,124.883900,582253.828125,1.717464,13752.485464
sift-128-euclidean,NSG,50,10,0.955740,6766.147072,147.794600,582253.828125,1.717464,11620.614146
sift-128-euclidean,NSG,60,10,0.967350,5861.104713,170.616300,582253.828125,1.717464,10066.236458
sift-128-euclidean,NSG,80,10,0.979990,4701.464083,212.699700,582253.828125,1.717464,8074.595401
sift-128-euclidean,NSG,100,10,0.986460,2899.830853,344.847700,582253.828125,1.717464,4980.355152
sift-128-euclidean,HNSWPQ_2,ef=10,1,0.689100,10258.388284,97.481200,203505.346680,4.913876,50408.446026
sift-128-euclidean,HNSWPQ_2,ef=20,1,0.760600,8126.130548,123.059800,203505.346680,4.913876,39930.796318
sift-128-euclidean,HNSWPQ_2,ef=30,1,0.786200,6760.063707,147.927600,203505.346680,4.913876,33218.113515
sift-128-euclidean,HNSWPQ_2,ef=40,1,0.800400,5770.756690,173.287500,203505.346680,4.913876,28356.781699
sift-128-euclidean,HNSWPQ_2,ef=60,1,0.813500,4428.784263,225.795600,203505.346680,4.913876,21762.495854
sift-128-euclidean,HNSWPQ_2,ef=80,1,0.819000,3584.558296,278.974400,203505.346680,4.913876,17614.074298
sift-128-euclidean,HNSWPQ_2,ef=100,1,0.822300,3119.711115,320.542500,203505.346680,4.913876,15329.872977
sift-128-euclidean,HNSWPQ_2,ef=150,1,0.824500,2248.938108,444.654300,203505.346680,4.913876,11051.002563
sift-128-euclidean,HNSWPQ_2,ef=200,1,0.825500,1754.048388,570.109700,203505.346680,4.913876,8619.175939
sift-128-euclidean,HNSWPQ_2,ef=250,1,0.826000,1493.575460,669.534300,203505.346680,4.913876,7339.244321
sift-128-euclidean,HNSWPQ_2,ef=300,1,0.826200,1155.844075,865.168600,203505.346680,4.913876,5679.674238
sift-128-euclidean,HNSWPQ_2,ef=350,1,0.826200,1005.718313,994.314200,203505.346680,4.913876,4941.974890
