Dataset,IndexType,Param,K,Recall,QPS,Latency(us),IndexSizeKB,VectorsPerKB,VQ
sift-128-euclidean,HNSWPQ_2,ef=400,1,0.826200,889.970539,1123.632700,203505.346680,4.913876,4373.204704
sift-128-euclidean,HNSWPQ_2,ef=500,1,0.826200,751.589857,1330.512900,203505.346680,4.913876,3693.219215
sift-128-euclidean,HNSWPQ_2,ef=10,10,0.686410,10244.148798,97.616700,203505.346680,4.913876,50338.474961
sift-128-euclidean,HNSWPQ_2,ef=20,10,0.784610,8022.623799,124.647500,203505.346680,4.913876,39422.177009
sift-128-euclidean,HNSWPQ_2,ef=30,10,0.821540,6678.255666,149.739700,203505.346680,4.913876,32816.118963
sift-128-euclidean,HNSWPQ_2,ef=40,10,0.841070,5699.623027,175.450200,203505.346680,4.913876,28007.239711
sift-128-euclidean,HNSWPQ_2,ef=60,10,0.858560,4385.978378,227.999300,203505.346680,4.913876,21552.153049
sift-128-euclidean,HNSWPQ_2,ef=80,10,0.865470,3557.182057,281.121400,203505.346680,4.913876,17479.550859
sift-128-euclidean,HNSWPQ_2,ef=100,10,0.868750,3103.211576,322.246800,203505.346680,4.913876,15248.796291
sift-128-euclidean,HNSWPQ_2,ef=150,10,0.871960,2235.092880,447.408700,203505.346680,4.913876,10982.968835
sift-128-euclidean,HNSWPQ_2,ef=200,10,0.873200,1749.499337,571.592100,203505.346680,4.913876,8596.822470
sift-128-euclidean,HNSWPQ_2,ef=250,10,0.873740,1492.874213,669.848800,203505.346680,4.913876,7335.798480
sift-128-euclidean,HNSWPQ_2,ef=300,10,0.874030,1152.235550,867.878100,203505.346680,4.913876,5661.942396
sift-128-euclidean,HNSWPQ_2,ef=350,10,0.874210,1003.255061,996.755500,203505.346680,4.913876,4929.870774
sift-128-euclidean,HNSWPQ_2,ef=400,10,0.874290,888.852545,1125.046000,203505.346680,4.913876,4367.711017
sift-128-euclidean,HNSWPQ_2,ef=500,10,0.874380,750.846861,1331.829500,203505.346680,4.913876,3689.568228
sift-128-euclidean,HNSWSQ_8,ef=10,1,0.792800,20555.787379,48.648100,265878.341797,3.761119,77312.756053
sift-128-euclidean,HNSWSQ_8,ef=20,1,0.891400,12893.809166,77.556600,265878.341797,3.761119,48495.146612
sift-128-euclidean,HNSWSQ_8,ef=30,1,0.925100,9619.084263,103.960000,265878.341797,3.761119,36178.517581
sift-128-euclidean,HNSWSQ_8,ef=40,1,0.942700,7581.489641,131.900200,265878.341797,3.761119,28514.882371
sift-128-euclidean,HNSWSQ_8,ef=60,1,0.960200,5308.765781,188.367700,265878.341797,3.761119,19966.898188
sift-128-euclidean,HNSWSQ_8,ef=80,1,0.967800,4216.075559,237.187400,265878.341797,3.761119,15857.160573
sift-128-euclidean,HNSWSQ_8,ef=100,1,0.971400,3444.314900,290.333500,265878.341797,3.761119,12954.477137
sift-128-euclidean,HNSWSQ_8,ef=150,1,0.975000,2371.215155,421.724700,265878.341797,3.761119,8918.421633
sift-128-euclidean,HNSWSQ_8,ef=200,1,0.976600,1806.316291,553.612900,265878.341797,3.761119,6793.769957
sift-128-euclidean,HNSWSQ_8,ef=250,1,0.977000,1514.001791,660.501200,265878.341797,3.761119,5694.340431
sift-128-euclidean,HNSWSQ_8,ef=300,1,0.977400,1159.574093,862.385600,265878.341797,3.761119,4361.295791
sift-128-euclidean,HNSWSQ_8,ef=350,1,0.977400,1000.650323,999.350100,265878.341797,3.761119,3763.564628
sift-128-euclidean,HNSWSQ_8,ef=400,1,0.977500,881.910430,1133.902000,265878.341797,3.761119,3316.969798
sift-128-euclidean,HNSWSQ_8,ef=500,1,0.977600,735.869557,1358.936500,265878.341797,3.761119,2767.692742
sift-128-euclidean,HNSWSQ_8,ef=10,10,0.721080,20082.418244,49.794800,265878.341797,3.761119,75532.358554
sift-128-euclidean,HNSWSQ_8,ef=20,10,0.847300,12590.478325,79.425100,265878.341797,3.761119,47354.283315
sift-128-euclidean,HNSWSQ_8,ef=30,10,0.899930,9437.755173,105.957400,265878.341797,3.761119,35496.517353
sift-128-euclidean,HNSWSQ_8,ef=40,10,0.929220,7474.847139,133.782000,265878.341797,3.761119,28113.787264
sift-128-euclidean,HNSWSQ_8,ef=60,10,0.957230,5262.066708,190.039400,265878.341797,3.761119,19791.257433
sift-128-euclidean,HNSWSQ_8,ef=80,10,0.969260,4187.690618,238.795100,265878.341797,3.761119,15750.401444
sift-128-euclidean,HNSWSQ_8,ef=100,10,0.975530,3428.841425,291.643700,265878.341797,3.761119,12896.279562
sift-128-euclidean,HNSWSQ_8,ef=150,10,0.982030,2359.770630,423.770000,265878.341797,3.761119,8875.377416
sift-128-euclidean,HNSWSQ_8,ef=200,10,0.984170,1801.515831,555.088100,265878.341797,3.761119,6775.714860
sift-128-euclidean,HNSWSQ_8,ef=250,10,0.985340,1514.070102,660.471400,265878.341797,3.761119,5694.597355
sift-128-euclidean,HNSWSQ_8,ef=300,10,0.985910,1158.891298,862.893700,265878.341797,3.761119,4358.727718
sift-128-euclidean,HNSWSQ_8,ef=350,10,0.986260,1001.534752,998.467600,265878.341797,3.761119,3766.891072
sift-128-euclidean,HNSWSQ_8,ef=400,10,0.986470,882.934847,1132.586400,265878.341797,3.761119,3320.822754
sift-128-euclidean,HNSWSQ_8,ef=500,10,0.986600,735.284386,1360.018000,265878.341797,3.761119,2765.491845
sift-128-euclidean,HNSWPQ_1,ef=10,1,0.795600,4174.739569,239.535900,266005.346680,3.759323,15694.194201
sift-128-euclidean,HNSWPQ_1,ef=20,1,0.896800,3483.341095,287.080700,266005.346680,3.759323,13095.004062
sift-128-euclidean,HNSWPQ_1,ef=30,1,0.932100,3034.698745,329.522000,266005.346680,3.759323,11408.412588
sift-128-euclidean,HNSWPQ_1,ef=40,1,0.949100,2676.936107,373.561400,266005.346680,3.759323,10063.467298
sift-128-euclidean,HNSWPQ_1,ef=60,1,0.967500,2163.238403,462.269900,266005.346680,3.759323,8132.311735
sift-128-euclidean,HNSWPQ_1,ef=80,1,0.975300,1820.155529,549.403600,266005.346680,3.759323,6842.552420
sift-128-euclidean,HNSWPQ_1,ef=100,1,0.978600,1599.788572,625.082600,266005.346680,3.759323,6014.121866
sift-128-euclidean,HNSWPQ_1,ef=150,1,0.982000,1203.007519,831.250000,266005.346680,3.759323,4522.493754
sift-128-euclidean,HNSWPQ_1,ef=200,1,0.983300,969.901907,1031.032100,266005.346680,3.759323,3646.174482
sift-128-euclidean,HNSWPQ_1,ef=250,1,0.983800,831.877063,1202.100700,266005.346680,3.759323,3127.294521
sift-128-euclidean,HNSWPQ_1,ef=300,1,0.983900,686.888197,1455.841000,266005.346680,3.759323,2582.234552
sift-128-euclidean,HNSWPQ_1,ef=350,1,0.984100,607.337598,1646.530700,266005.346680,3.759323,2283.178159
sift-128-euclidean,HNSWPQ_1,ef=400,1,0.984100,544.577419,1836.286200,266005.346680,3.759323,2047.242381
sift-128-euclidean,HNSWPQ_1,ef=500,1,0.984300,459.745363,2175.117100,266005.346680,3.759323,1728.331285
sift-128-euclidean,HNSWPQ_1,ef=10,10,0.720680,4167.498430,239.952100,266005.346680,3.759323,15666.972420
sift-128-euclidean,HNSWPQ_1,ef=20,10,0.849510,3468.823257,288.282200,266005.346680,3.759323,13040.426820
sift-128-euclidean,HNSWPQ_1,ef=30,10,0.903820,3021.923146,330.915100,266005.346680,3.759323,11360.384983
sift-128-euclidean,HNSWPQ_1,ef=40,10,0.933630,2664.137512,375.356000,266005.346680,3.759323,10015.353245
sift-128-euclidean,HNSWPQ_1,ef=60,10,0.961910,2156.482105,463.718200,266005.346680,3.759323,8106.912631
sift-128-euclidean,HNSWPQ_1,ef=80,10,0.974650,1816.364793,550.550200,266005.346680,3.759323,6828.301820
sift-128-euclidean,HNSWPQ_1,ef=100,10,0.980880,1597.876997,625.830400,266005.346680,3.759323,6006.935637
sift-128-euclidean,HNSWPQ_1,ef=150,10,0.987980,1201.029378,832.619100,266005.346680,3.759323,4515.057285
sift-128-euclidean,HNSWPQ_1,ef=200,10,0.990430,969.299287,1031.673100,266005.346680,3.759323,3643.909037
sift-128-euclidean,HNSWPQ_1,ef=250,10,0.991700,830.965635,1203.419200,266005.346680,3.759323,3123.868169
sift-128-euclidean,HNSWPQ_1,ef=300,10,0.992280,687.844481,1453.817000,266005.346680,3.759323,2585.829532
sift-128-euclidean,HNSWPQ_1,ef=350,10,0.992510,607.039006,1647.340600,266005.346680,3.759323,2282.055655
sift-128-euclidean,HNSWPQ_1,ef=400,10,0.992710,543.601989,1839.581200,266005.346680,3.759323,2043.575425
sift-128-euclidean,HNSWPQ_1,ef=500,10,0.992970,459.761934,2175.038700,266005.346680,3.759323,1728.393583
sift-128-euclidean,HNSWSQ_4,ef=10,1,0.624000,11000.966985,90.901100,203378.341797,4.916944,54091.143077
sift-128-euclidean,HNSWSQ_4,ef=20,1,0.694800,7360.398993,135.862200,203378.341797,4.916944,36190.672652
sift-128-euclidean,HNSWSQ_4,ef=30,1,0.723200,5660.248134,176.670700,203378.341797,4.916944,27831.125399
sift-128-euclidean,HNSWSQ_4,ef=40,1,0.741700,4576.229690,218.520500,203378.341797,4.916944,22501.066975
sift-128-euclidean,HNSWSQ_4,ef=60,1,0.753700,3304.347596,302.631600,203378.341797,4.916944,16247.293429
sift-128-euclidean,HNSWSQ_4,ef=80,1,0.759000,2593.411438,385.592500,203378.341797,4.916944,12751.659864
sift-128-euclidean,HNSWSQ_4,ef=100,1,0.761300,2183.312679,458.019600,203378.341797,4.916944,10735.227065
sift-128-euclidean,HNSWSQ_4,ef=150,1,0.764300,1527.651174,654.599700,203378.341797,4.916944,7511.375893
sift-128-euclidean,HNSWSQ_4,ef=200,1,0.764900,1183.164795,845.190800,203378.341797,4.916944,5817.555522
sift-128-euclidean,HNSWSQ_4,ef=250,1,0.765600,989.173300,1010.945200,203378.341797,4.916944,4863.710126
sift-128-euclidean,HNSWSQ_4,ef=300,1,0.765900,799.832611,1250.261600,203378.341797,4.916944,3932.732483
sift-128-euclidean,HNSWSQ_4,ef=350,1,0.766300,696.180254,1436.409600,203378.341797,4.916944,3423.079605
sift-128-euclidean,HNSWSQ_4,ef=400,1,0.766300,617.577224,1619.230700,203378.341797,4.916944,3036.592875
sift-128-euclidean,HNSWSQ_4,ef=500,1,0.766600,503.345334,1986.707600,203378.341797,4.916944,2474.921023
sift-128-euclidean,HNSWSQ_4,ef=10,10,0.633910,10905.731944,91.694900,203378.341797,4.916944,53622.877674
sift-128-euclidean,HNSWSQ_4,ef=20,10,0.730870,7269.766495,137.556000,203378.341797,4.916944,35745.037701
sift-128-euclidean,HNSWSQ_4,ef=30,10,0.768010,5598.862759,178.607700,203378.341797,4.916944,27529.296923
sift-128-euclidean,HNSWSQ_4,ef=40,10,0.786260,4532.481348,220.629700,203378.341797,4.916944,22285.958808
sift-128-euclidean,HNSWSQ_4,ef=60,10,0.803480,3281.569851,304.732200,203378.341797,4.916944,16135.296519
sift-128-euclidean,HNSWSQ_4,ef=80,10,0.810870,2579.099698,387.732200,203378.341797,4.916944,12681.289834
sift-128-euclidean,HNSWSQ_4,ef=100,10,0.814770,2169.882251,460.854500,203378.341797,4.916944,10669.190397
sift-128-euclidean,HNSWSQ_4,ef=150,10,0.818730,1522.095036,656.989200,203378.341797,4.916944,7484.056672
sift-128-euclidean,HNSWSQ_4,ef=200,10,0.820160,1181.146120,846.635300,203378.341797,4.916944,5807.629809
sift-128-euclidean,HNSWSQ_4,ef=250,10,0.820860,987.562734,1012.593900,203378.341797,4.916944,4855.791059
sift-128-euclidean,HNSWSQ_4,ef=300,10,0.821310,799.356294,1251.006600,203378.341797,4.916944,3930.390460
sift-128-euclidean,HNSWSQ_4,ef=350,10,0.821610,696.501639,1435.746800,203378.341797,4.916944,3424.659840
sift-128-euclidean,HNSWSQ_4,ef=400,10,0.821730,617.835044,1618.555000,203378.341797,4.916944,3037.860565
sift-128-euclidean,HNSWSQ_4,ef=500,10,0.821940,503.227525,1987.172700,203378.341797,4.916944,2474.341765
