Experiment,Dataset,RootPolicy,Root_Ratio,Compression_Time(s),Cache_Ratio(%),Cache_Size,ChainMaxLength,Recall@1,QPS(avg),QPS_StdDev,Mean_Latency(us),P99_Latency(us),Decoding_Calls,Distance_Computations,GetOriginalData_Calls,Backtrack_Hops,Avg_Decode_Per_Query,Avg_Backtrack_Hops_Per_Call,Cache_Hit_Rate,Avg_Encoding_Chain_Length,Index_Size,Compressed_Index_Size,Compression_Ratio,Num_Rounds
root_ratio_sensitivity,sift-128-euclidean,level,0.0001,46.338472,0.00,0,2,0.990700,44.39,0.00,22525.44,31338.00,61277661,1159513,30830782,30446879,6127.766100,0.987548,0.000000,0.999900,1176565316,283657836,0.241090,1
root_ratio_sensitivity,sift-128-euclidean,level,0.0010,48.459028,0.00,0,2,0.991600,42.39,0.00,23588.09,33210.00,61034313,1194175,30856572,30177741,6103.431300,0.978000,0.000000,0.999000,1176565112,279939911,0.237930,1
root_ratio_sensitivity,sift-128-euclidean,level,0.0100,54.530572,0.00,0,2,0.991800,42.57,0.00,23490.84,32425.00,60393210,1153087,30815906,29577304,6039.321000,0.959806,0.000000,0.990000,1176565044,277553220,0.235901,1
root_ratio_sensitivity,sift-128-euclidean,level,0.1000,73.873576,0.00,0,2,0.991000,44.25,0.00,22599.02,31027.00,57212346,1163568,30826231,26386115,5721.234600,0.855963,0.000000,0.900000,1176564908,276460851,0.234973,1
