Experiment,Dataset,RootPolicy,Root_Ratio,Compression_Time(s),Cache_Ratio(%),Cache_Size,ChainMaxLength,Recall@1,QPS(avg),QPS_StdDev,Mean_Latency(us),P99_Latency(us),Decoding_Calls,Distance_Computations,GetOriginalData_Calls,Backtrack_Hops,Avg_Decode_Per_Query,Avg_Backtrack_Hops_Per_Call,Cache_Hit_Rate,Avg_Encoding_Chain_Length,Index_Size,Compressed_Index_Size,Compression_Ratio,Num_Rounds
root_ratio_sensitivity,sift-128-euclidean,level,0.0001,0.000000,0.00,0,-1,0.991000,3.79,0.00,263624.48,360031.00,592055239,1172974,30836472,561218767,59205.523900,18.199837,0.000000,18.696626,1176565316,273447674,0.232412,1
root_ratio_sensitivity,sift-128-euclidean,level,0.0010,0.000000,0.00,0,-1,0.991500,5.59,0.00,179006.50,239745.00,398919172,1178574,30839864,368079308,39891.917200,11.935179,0.000000,12.447897,1176565044,273428139,0.232395,1
root_ratio_sensitivity,sift-128-euclidean,level,0.0100,0.000000,0.00,0,-1,0.990900,9.22,0.00,108468.99,145132.00,241948309,1153656,30816726,211131583,24194.830900,6.851201,0.000000,7.276721,1176565112,273354864,0.232333,1
root_ratio_sensitivity,sift-128-euclidean,level,0.1000,0.000000,0.00,0,-1,0.991200,17.55,0.00,56982.93,77729.00,128316404,1177313,30847200,97469204,12831.640400,3.159742,0.000000,3.416880,1176564908,274090657,0.232958,1
