Experiment,Dataset,RootPolicy,Root_Ratio,Compression_Time(s),Cache_Ratio(%),Cache_Size,ChainMaxLength,Recall@1,QPS(avg),QPS_StdDev,Mean_Latency(us),P99_Latency(us),Decoding_Calls,Distance_Computations,GetOriginalData_Calls,Backtrack_Hops,Avg_Decode_Per_Query,Avg_Backtrack_Hops_Per_Call,Cache_Hit_Rate,Avg_Encoding_Chain_Length,Index_Size,Compressed_Index_Size,Compression_Ratio,Num_Rounds
root_cache_ratio_sensitivity,sift-128-euclidean,level,0.0100,0.000000,0.00,0,-1,0.992000,8.80,0.00,113623.32,188048.00,239717172,1160897,30829791,208887381,23971.717200,6.775504,0.000000,7.223911,1176565248,273357632,0.232335,1
root_cache_ratio_sensitivity,sift-128-euclidean,level,0.0100,0.000000,0.50,5000,-1,0.992000,9.42,0.00,106113.95,142860.00,230407094,1160897,29828826,208041371,23040.709400,6.974508,0.250198,7.223911,1176565248,304217632,0.258564,1
root_cache_ratio_sensitivity,sift-128-euclidean,level,0.0100,0.000000,1.00,10000,-1,0.992000,9.64,0.00,103776.36,139860.00,224879991,1160897,29654074,204364564,22487.999100,6.891618,0.308175,7.223911,1176565248,335077632,0.284793,1
root_cache_ratio_sensitivity,sift-128-euclidean,level,0.0100,0.000000,2.00,20000,-1,0.992000,9.98,0.00,100205.34,135516.00,214257767,1160897,29305677,197508627,21425.776700,6.739603,0.428468,7.223911,1176565248,396797632,0.337251,1
root_cache_ratio_sensitivity,sift-128-euclidean,level,0.0100,0.000000,5.00,50000,-1,0.992000,11.35,0.00,88066.30,121058.00,182388653,1160897,28261714,177243251,18238.865300,6.271497,0.817937,7.223911,1176565248,581957632,0.494624,1
root_cache_ratio_sensitivity,sift-128-euclidean,level,0.0100,0.000000,10.00,100000,-1,0.992000,12.21,0.00,81882.44,111361.00,169428944,1160897,27796471,169428944,16942.894400,6.095340,1.000000,7.223911,1176565248,662205976,0.562830,1
