Dataset,Algorithm,ChainMaxLength,UseCacheTop1PctByLevel,UseTwoLevelSearch,TlsRatio,K,ef,Recall,TimePerQuery(us)
fashion-mnist-784-euclidean,Elf,5,1,1,0.2000,1,10,0.955800,2154.090300
fashion-mnist-784-euclidean,Elf,5,1,1,0.2000,1,20,0.983200,3382.380900
fashion-mnist-784-euclidean,Elf,5,1,1,0.2000,1,30,0.989000,4560.525000
fashion-mnist-784-euclidean,Elf,5,1,1,0.2000,1,40,0.991500,5636.642200
fashion-mnist-784-euclidean,Elf,5,1,1,0.3000,1,10,0.957900,2941.794400
fashion-mnist-784-euclidean,Elf,5,1,1,0.3000,1,20,0.984600,4408.468100
fashion-mnist-784-euclidean,Elf,5,1,1,0.3000,1,30,0.990900,5770.506200
fashion-mnist-784-euclidean,Elf,5,1,1,0.5000,1,10,0.958800,4912.651300
fashion-mnist-784-euclidean,Elf,5,1,1,0.5000,1,20,0.984900,7361.840400
fashion-mnist-784-euclidean,Elf,5,1,1,0.5000,1,30,0.991900,9402.330400
fashion-mnist-784-euclidean,Elf,-1,0,0,0.0000,1,10,0.961300,18595.997700
fashion-mnist-784-euclidean,Elf,-1,0,0,0.0000,1,20,0.984300,27816.070900
fashion-mnist-784-euclidean,Elf,-1,0,0,0.0000,1,30,0.992300,35636.342700
fashion-mnist-784-euclidean,Elf,-1,0,1,0.1000,1,10,0.952400,3238.721500
fashion-mnist-784-euclidean,Elf,-1,0,1,0.1000,1,20,0.977000,4987.770600
fashion-mnist-784-euclidean,Elf,-1,0,1,0.1000,1,30,0.984000,6932.408000
fashion-mnist-784-euclidean,Elf,-1,0,1,0.1000,1,40,0.986800,9066.152000
fashion-mnist-784-euclidean,Elf,-1,0,1,0.1000,1,50,0.988200,11961.295000
fashion-mnist-784-euclidean,Elf,-1,0,1,0.1000,1,60,0.989000,12850.313900
fashion-mnist-784-euclidean,Elf,-1,0,1,0.1000,1,80,0.990000,17214.123300
fashion-mnist-784-euclidean,Elf,-1,0,1,0.2000,1,10,0.960000,3877.108500
fashion-mnist-784-euclidean,Elf,-1,0,1,0.2000,1,20,0.982400,6637.434100
fashion-mnist-784-euclidean,Elf,-1,0,1,0.2000,1,30,0.990400,8262.349600
fashion-mnist-784-euclidean,Elf,-1,0,1,0.3000,1,10,0.960800,5703.868100
fashion-mnist-784-euclidean,Elf,-1,0,1,0.3000,1,20,0.984400,8814.501400
fashion-mnist-784-euclidean,Elf,-1,0,1,0.3000,1,30,0.992100,11107.636400
fashion-mnist-784-euclidean,Elf,-1,0,1,0.5000,1,10,0.961400,9623.225200
fashion-mnist-784-euclidean,Elf,-1,0,1,0.5000,1,20,0.984600,14331.057400
fashion-mnist-784-euclidean,Elf,-1,0,1,0.5000,1,30,0.992100,18382.272200
fashion-mnist-784-euclidean,Elf,-1,1,0,0.0000,1,10,0.961300,16392.848700
fashion-mnist-784-euclidean,Elf,-1,1,0,0.0000,1,20,0.984300,24370.059600
fashion-mnist-784-euclidean,Elf,-1,1,0,0.0000,1,30,0.992300,31628.648600
fashion-mnist-784-euclidean,Elf,-1,1,1,0.1000,1,10,0.952400,2880.931300
fashion-mnist-784-euclidean,Elf,-1,1,1,0.1000,1,20,0.977000,4542.588100
fashion-mnist-784-euclidean,Elf,-1,1,1,0.1000,1,30,0.984000,6194.066000
fashion-mnist-784-euclidean,Elf,-1,1,1,0.1000,1,40,0.986800,8283.697900
fashion-mnist-784-euclidean,Elf,-1,1,1,0.1000,1,50,0.988200,10027.898400
fashion-mnist-784-euclidean,Elf,-1,1,1,0.1000,1,60,0.989000,11513.095700
fashion-mnist-784-euclidean,Elf,-1,1,1,0.1000,1,80,0.990000,15181.906700
fashion-mnist-784-euclidean,Elf,-1,1,1,0.2000,1,10,0.960000,3754.498600
fashion-mnist-784-euclidean,Elf,-1,1,1,0.2000,1,20,0.982400,5457.303200
fashion-mnist-784-euclidean,Elf,-1,1,1,0.2000,1,30,0.990400,7521.885700
fashion-mnist-784-euclidean,Elf,-1,1,1,0.3000,1,10,0.960800,4625.000800
fashion-mnist-784-euclidean,Elf,-1,1,1,0.3000,1,20,0.984400,7451.979200
fashion-mnist-784-euclidean,Elf,-1,1,1,0.3000,1,30,0.992100,9747.912900
fashion-mnist-784-euclidean,Elf,-1,1,1,0.5000,1,10,0.961400,8052.332600
fashion-mnist-784-euclidean,Elf,-1,1,1,0.5000,1,20,0.984600,12251.743600
fashion-mnist-784-euclidean,Elf,-1,1,1,0.5000,1,30,0.992100,15575.607300
fashion-mnist-784-euclidean,Camel,2,0,0,0.0000,1,10,0.961700,8090.124000
fashion-mnist-784-euclidean,Camel,2,0,0,0.0000,1,20,0.985300,11797.660600
fashion-mnist-784-euclidean,Camel,2,0,0,0.0000,1,30,0.991200,14932.002500
fashion-mnist-784-euclidean,Camel,2,0,1,0.1000,1,10,0.951000,1531.060000
fashion-mnist-784-euclidean,Camel,2,0,1,0.1000,1,20,0.976500,2299.973700
fashion-mnist-784-euclidean,Camel,2,0,1,0.1000,1,30,0.983300,2888.430600
fashion-mnist-784-euclidean,Camel,2,0,1,0.1000,1,40,0.985700,4029.907600
fashion-mnist-784-euclidean,Camel,2,0,1,0.1000,1,50,0.987200,4504.197200
fashion-mnist-784-euclidean,Camel,2,0,1,0.1000,1,60,0.988800,5174.432300
fashion-mnist-784-euclidean,Camel,2,0,1,0.1000,1,80,0.990000,6889.380300
fashion-mnist-784-euclidean,Camel,2,0,1,0.2000,1,10,0.958800,1800.564600
fashion-mnist-784-euclidean,Camel,2,0,1,0.2000,1,20,0.983100,2737.254400
fashion-mnist-784-euclidean,Camel,2,0,1,0.2000,1,30,0.989900,3406.528900
fashion-mnist-784-euclidean,Camel,2,0,1,0.2000,1,40,0.992500,4118.877400
fashion-mnist-784-euclidean,Camel,2,0,1,0.3000,1,10,0.960200,2323.443700
fashion-mnist-784-euclidean,Camel,2,0,1,0.3000,1,20,0.984700,3338.477100
fashion-mnist-784-euclidean,Camel,2,0,1,0.3000,1,30,0.991700,4423.854700
fashion-mnist-784-euclidean,Camel,2,0,1,0.5000,1,10,0.961300,3856.864900
fashion-mnist-784-euclidean,Camel,2,0,1,0.5000,1,20,0.985300,5647.083100
fashion-mnist-784-euclidean,Camel,2,0,1,0.5000,1,30,0.991100,7213.150900
fashion-mnist-784-euclidean,Camel,2,1,0,0.0000,1,10,0.961700,4597.121100
fashion-mnist-784-euclidean,Camel,2,1,0,0.0000,1,20,0.985300,6822.452900
fashion-mnist-784-euclidean,Camel,2,1,0,0.0000,1,30,0.991200,8691.348400
fashion-mnist-784-euclidean,Camel,2,1,1,0.1000,1,10,0.951000,833.387200
fashion-mnist-784-euclidean,Camel,2,1,1,0.1000,1,20,0.976500,1349.346900
fashion-mnist-784-euclidean,Camel,2,1,1,0.1000,1,30,0.983300,1892.484000
fashion-mnist-784-euclidean,Camel,2,1,1,0.1000,1,40,0.985700,2339.316400
fashion-mnist-784-euclidean,Camel,2,1,1,0.1000,1,50,0.987200,2775.796600
fashion-mnist-784-euclidean,Camel,2,1,1,0.1000,1,60,0.988800,3181.666000
fashion-mnist-784-euclidean,Camel,2,1,1,0.1000,1,80,0.990000,4044.551600
fashion-mnist-784-euclidean,Camel,2,1,1,0.2000,1,10,0.958800,1029.765700
fashion-mnist-784-euclidean,Camel,2,1,1,0.2000,1,20,0.983100,1559.565500
fashion-mnist-784-euclidean,Camel,2,1,1,0.2000,1,30,0.989900,2083.963400
fashion-mnist-784-euclidean,Camel,2,1,1,0.2000,1,40,0.992500,2544.875000
fashion-mnist-784-euclidean,Camel,2,1,1,0.3000,1,10,0.960200,1387.787700
fashion-mnist-784-euclidean,Camel,2,1,1,0.3000,1,20,0.984700,2042.173500
fashion-mnist-784-euclidean,Camel,2,1,1,0.3000,1,30,0.991700,2653.574400
fashion-mnist-784-euclidean,Camel,2,1,1,0.5000,1,10,0.961300,2293.811700
fashion-mnist-784-euclidean,Camel,2,1,1,0.5000,1,20,0.985300,3416.410800
fashion-mnist-784-euclidean,Camel,2,1,1,0.5000,1,30,0.991100,4440.629100
fashion-mnist-784-euclidean,Camel,5,0,0,0.0000,1,10,0.959300,15923.235800
fashion-mnist-784-euclidean,Camel,5,0,0,0.0000,1,20,0.984500,23450.922200
fashion-mnist-784-euclidean,Camel,5,0,0,0.0000,1,30,0.991600,30124.162400
fashion-mnist-784-euclidean,Camel,5,0,1,0.1000,1,10,0.946400,2711.598800
fashion-mnist-784-euclidean,Camel,5,0,1,0.1000,1,20,0.974600,4326.843700
fashion-mnist-784-euclidean,Camel,5,0,1,0.1000,1,30,0.982800,5977.587700
fashion-mnist-784-euclidean,Camel,5,0,1,0.1000,1,40,0.985900,7613.045700
fashion-mnist-784-euclidean,Camel,5,0,1,0.1000,1,50,0.988100,9288.326300
fashion-mnist-784-euclidean,Camel,5,0,1,0.1000,1,60,0.988800,11542.457800
fashion-mnist-784-euclidean,Camel,5,0,1,0.1000,1,80,0.989900,15411.201400
fashion-mnist-784-euclidean,Camel,5,0,1,0.1000,1,100,0.990400,19280.369500
fashion-mnist-784-euclidean,Camel,5,0,1,0.2000,1,10,0.955800,3710.959100
fashion-mnist-784-euclidean,Camel,5,0,1,0.2000,1,20,0.982400,5688.914900
fashion-mnist-784-euclidean,Camel,5,0,1,0.2000,1,30,0.989100,7641.404300
fashion-mnist-784-euclidean,Camel,5,0,1,0.2000,1,40,0.992800,9548.766800
fashion-mnist-784-euclidean,Camel,5,0,1,0.3000,1,10,0.958000,5048.351300
fashion-mnist-784-euclidean,Camel,5,0,1,0.3000,1,20,0.983700,7533.013400
fashion-mnist-784-euclidean,Camel,5,0,1,0.3000,1,30,0.990900,9821.716600
fashion-mnist-784-euclidean,Camel,5,0,1,0.5000,1,10,0.959200,8485.865600
fashion-mnist-784-euclidean,Camel,5,0,1,0.5000,1,20,0.984300,12611.971800
fashion-mnist-784-euclidean,Camel,5,0,1,0.5000,1,30,0.991300,16188.212400
fashion-mnist-784-euclidean,Camel,5,1,0,0.0000,1,10,0.959300,13889.931700
fashion-mnist-784-euclidean,Camel,5,1,0,0.0000,1,20,0.984500,20713.502400
fashion-mnist-784-euclidean,Camel,5,1,0,0.0000,1,30,0.991600,26974.893200
fashion-mnist-784-euclidean,Camel,5,1,1,0.1000,1,10,0.946400,2380.959800
fashion-mnist-784-euclidean,Camel,5,1,1,0.1000,1,20,0.974600,3867.878000
fashion-mnist-784-euclidean,Camel,5,1,1,0.1000,1,30,0.982800,5352.593200
fashion-mnist-784-euclidean,Camel,5,1,1,0.1000,1,40,0.985900,6846.940000
fashion-mnist-784-euclidean,Camel,5,1,1,0.1000,1,50,0.988100,8439.813600
fashion-mnist-784-euclidean,Camel,5,1,1,0.1000,1,60,0.988800,9857.632600
fashion-mnist-784-euclidean,Camel,5,1,1,0.1000,1,80,0.989900,12978.683900
fashion-mnist-784-euclidean,Camel,5,1,1,0.1000,1,100,0.990400,16179.260500
fashion-mnist-784-euclidean,Camel,5,1,1,0.2000,1,10,0.955800,2987.742100
fashion-mnist-784-euclidean,Camel,5,1,1,0.2000,1,20,0.982400,4691.184200
fashion-mnist-784-euclidean,Camel,5,1,1,0.2000,1,30,0.989100,6348.339600
fashion-mnist-784-euclidean,Camel,5,1,1,0.2000,1,40,0.992800,7887.798700
fashion-mnist-784-euclidean,Camel,5,1,1,0.3000,1,10,0.958000,4117.046400
fashion-mnist-784-euclidean,Camel,5,1,1,0.3000,1,20,0.983700,6304.016600
fashion-mnist-784-euclidean,Camel,5,1,1,0.3000,1,30,0.990900,8433.601000
fashion-mnist-784-euclidean,Camel,5,1,1,0.5000,1,10,0.959200,6902.253900
fashion-mnist-784-euclidean,Camel,5,1,1,0.5000,1,20,0.984300,10470.534100
fashion-mnist-784-euclidean,Camel,5,1,1,0.5000,1,30,0.991300,13516.979200
fashion-mnist-784-euclidean,Camel,-1,0,0,0.0000,1,10,0.957600,25052.607700
fashion-mnist-784-euclidean,Camel,-1,0,0,0.0000,1,20,0.984700,37457.935600
fashion-mnist-784-euclidean,Camel,-1,0,0,0.0000,1,30,0.992500,49874.582600
fashion-mnist-784-euclidean,Camel,-1,0,1,0.1000,1,10,0.949000,4366.587900
fashion-mnist-784-euclidean,Camel,-1,0,1,0.1000,1,20,0.977700,6731.629200
fashion-mnist-784-euclidean,Camel,-1,0,1,0.1000,1,30,0.986500,10210.811400
fashion-mnist-784-euclidean,Camel,-1,0,1,0.1000,1,40,0.988700,12487.675100
fashion-mnist-784-euclidean,Camel,-1,0,1,0.1000,1,50,0.991100,15277.797100
fashion-mnist-784-euclidean,Camel,-1,0,1,0.2000,1,10,0.957000,5432.920700
fashion-mnist-784-euclidean,Camel,-1,0,1,0.2000,1,20,0.983100,8416.729100
fashion-mnist-784-euclidean,Camel,-1,0,1,0.2000,1,30,0.991900,11466.514700
fashion-mnist-784-euclidean,Camel,-1,0,1,0.3000,1,10,0.956900,7451.122200
fashion-mnist-784-euclidean,Camel,-1,0,1,0.3000,1,20,0.985000,11212.325500
fashion-mnist-784-euclidean,Camel,-1,0,1,0.3000,1,30,0.992400,14899.686400
fashion-mnist-784-euclidean,Camel,-1,0,1,0.5000,1,10,0.957400,12623.188100
fashion-mnist-784-euclidean,Camel,-1,0,1,0.5000,1,20,0.984600,18813.080500
fashion-mnist-784-euclidean,Camel,-1,0,1,0.5000,1,30,0.992600,23680.040500
fashion-mnist-784-euclidean,Camel,-1,1,0,0.0000,1,10,0.957600,21278.555200
fashion-mnist-784-euclidean,Camel,-1,1,0,0.0000,1,20,0.984700,32217.831000
fashion-mnist-784-euclidean,Camel,-1,1,0,0.0000,1,30,0.992500,45954.838400
fashion-mnist-784-euclidean,Camel,-1,1,1,0.1000,1,10,0.949000,4083.591200
fashion-mnist-784-euclidean,Camel,-1,1,1,0.1000,1,20,0.977700,6727.577300
fashion-mnist-784-euclidean
