Dataset,Algorithm,K,ef,Queries,Recall_hnsw,Recall_comp,RecallDelta(comp-hnsw),TotalTimePerQuery(us)_hnsw,TotalTimePerQuery(us)_comp,LatencySlowdown(x),DistanceTimePerQuery(us)_hnsw,DistanceTimePerQuery(us)_comp,DistanceTimeShare(%)_hnsw,DistanceTimeShare(%)_comp,DecodingTimePerQuery(us)_comp,DecodingTimeShare(%)_comp,AvgDistanceCallsPerQuery_hnsw,AvgDecodingCallsPerQuery,DistanceCallsRatio(comp/hnsw),_source_file_hnsw,_source_file_comp
sift-128-euclidean,DeXOR,10,100,10000,0.98269,0.98266,-2.999999999997449e-05,1051.5561,74072.8918,70.44121735397664,160.4192,8.5578,15.255411,0.011553,62024.4871,83.734394,1753.0102,12815.6831,1.001714878783934,hnsw_profile_sift-128-euclidean.csv,compressed_hnsw_profile_sift-128-euclidean_DeXOR.csv
